row_id,provider,method,path,operationId,summary,description,truth_class,confidence,reason,source_set
b0075,github,DELETE,/orgs/{org}/packages/{package_type}/{package_name}/versions/{package_version_id},packages/delete-package-version-for-org,Delete package version for an organization,"Deletes a specific package version in an organization. If the package is public and the package version has more than 5,000 downloads, you cannot delete the package version. In this scenario, contact GitHub support for further assistance. To use this endpoint, you must have admin permissions in the organization and authenticate using an access token with the `read:packages` and `delete:packages` scopes. In addition: - If the `package_type` belongs to a GitHub Packages registry that only supports",x,high,a deletes no restore named,buildset-2026-09-18
b0076,github,POST,/teams/{team_id}/discussions/{discussion_number}/comments/{comment_number}/reactions,reactions/create-for-team-discussion-comment,Create reaction for a team discussion comment,Create a reaction to a [team discussion comment](https://docs.github.com/enterprise-server@2.18/rest/reference/teams#discussion-comments). OAuth access tokens require the `write:discussion` [scope](https://docs.github.com/enterprise-server@2.18/apps/building-oauth-apps/understanding-scopes-for-oauth-apps/). A response with an HTTP `200` status means that you already added the reaction type to this team discussion comment.,w,high,ii plain create reaction,buildset-2026-09-18
b0077,github,DELETE,/enterprises/{enterprise}/actions/permissions/organizations/{org_id},enterprise-admin/disable-selected-organization-github-actions-enterprise,Disable a selected organization for GitHub Actions in an enterprise,"Removes an organization from the list of selected organizations that are enabled for GitHub Actions in an enterprise. To use this endpoint, the enterprise permission policy for `enabled_organizations` must be configured to `selected`. For more information, see ""[Set GitHub Actions permissions for an enterprise](#set-github-actions-permissions-for-an-enterprise)."" You must authenticate using an access token with the `admin:enterprise` scope to use this endpoint.",x,high,DELETE method wins removes org,buildset-2026-09-18
b0078,github,POST,/repos/{owner}/{repo}/merge-upstream,repos/merge-upstream,Sync a fork branch with the upstream repository,Sync a branch of a forked repository to keep it up-to-date with the upstream repository.,x,low,e syncs fork with upstream,buildset-2026-09-18
b0079,github,POST,/repos/{owner}/{repo}/branches/{branch}/rename,repos/rename-branch,Rename a branch,"Renames a branch in a repository. **Note:** Although the API responds immediately, the branch rename process might take some extra time to complete in the background. You won't be able to push to the old branch name while the rename process is in progress. For more information, see ""[Renaming a branch](https://docs.github.com/github/administering-a-repository/renaming-a-branch)"". The permissions required to use this endpoint depends on whether you are renaming the default branch. To rename a non",w,high,iii renames existing item,buildset-2026-09-18
b0080,github,DELETE,/repos/{owner}/{repo}/hooks/{hook_id},repos/delete-webhook,Delete a repository webhook,,x,high,a deletes webhook no restore,buildset-2026-09-18
b0081,github,POST,/admin/users,enterprise-admin/create-user,Create a user,"If an external authentication mechanism is used, the login name should match the login name in the external system. If you are using LDAP authentication, you should also [update the LDAP mapping](https://docs.github.com/enterprise-server@2.18/rest/reference/enterprise-admin#update-ldap-mapping-for-a-user) for the user. The login name will be normalized to only contain alphanumeric characters or single hyphens. For example, if you send `""octo_cat""` as the login, a user named `""octo-cat""` will be ",w,high,ii plain create user,buildset-2026-09-18
b0082,github,POST,/repos/{owner}/{repo}/pulls/{pull_number}/comments,pulls/create-review-comment-alternative,Create a review comment for a pull request (alternative),"Creates a review comment in the pull request diff. To add a regular comment to a pull request timeline, see ""[Create an issue comment](https://docs.github.com/enterprise-server@2.18/rest/reference/issues#create-an-issue-comment)."" **Note:** The position value equals the number of lines down from the first ""@@"" hunk header in the file you want to add a comment. The line just below the ""@@"" line is position 1, the next line is position 2, and so on. The position in the diff continues to increase t",w,high,ii plain create of review comment,buildset-2026-09-18
b0083,github,PUT,/user/following/{username},users/follow,Follow a user,"Note that you'll need to set `Content-Length` to zero when calling out to this endpoint. For more information, see ""[HTTP verbs](https://docs.github.com/rest/overview/resources-in-the-rest-api#http-verbs)."" Following a user requires the user to be logged in and authenticated with basic auth or OAuth with the `user:follow` scope.",w,high,toggle follow unfollow settable back,buildset-2026-09-18
b0084,github,DELETE,/repos/{owner}/{repo}/deployments/{deployment_id},repos/delete-deployment,Delete a deployment,"If the repository only has one deployment, you can delete the deployment regardless of its status. If the repository has more than one deployment, you can only delete inactive deployments. This ensures that repositories with multiple deployments will always have an active deployment. Anyone with `repo` or `repo_deployment` scopes can delete a deployment. To set a deployment as inactive, you must: *   Create a new deployment that is active so that the system has a record of the current state, the",x,high,a deletes deployment no restore,buildset-2026-09-18
b0085,github,PATCH,/admin/hooks/{hook_id},enterprise-admin/update-global-webhook,Update a global webhook,Parameters that are not provided will be overwritten with the default value or removed if no default exists.,w,high,w edits global webhook,buildset-2026-09-18
b0086,github,POST,/orgs/{org}/packages/{package_type}/{package_name}/restore,packages/restore-package-for-org,Restore a package for an organization,"Restores an entire package in an organization. You can restore a deleted package under the following conditions:   - The package was deleted within the last 30 days.   - The same package namespace and version is still available and not reused for a new package. If the same package namespace is not available, you will not be able to restore your package. In this scenario, to restore the deleted package, you must delete the new package that uses the deleted package's namespace first. To use this e",w,high,restore explicitly named,buildset-2026-09-18
b0087,github,DELETE,/orgs/{org}/teams/{team_slug}/external-groups,teams/unlink-external-idp-group-from-team-for-org,Remove the connection between an external group and a team,"Deletes a connection between a team and an external group. You can manage team membership with your IdP using Enterprise Managed Users for GitHub Enterprise Cloud. For more information, see [GitHub's products](https://docs.github.com/enterprise-cloud@latest//github/getting-started-with-github/githubs-products) in the GitHub Help documentation.",x,high,DELETE method wins removes connection,buildset-2026-09-18
b0088,github,POST,/repos/{owner}/{repo}/pulls/{pull_number}/comments,pulls/create-review-comment,Create a review comment for a pull request,"Creates a review comment in the pull request diff. To add a regular comment to a pull request timeline, see ""[Create an issue comment](https://docs.github.com/rest/reference/issues#create-an-issue-comment)."" We recommend creating a review comment using `line`, `side`, and optionally `start_line` and `start_side` if your comment applies to more than one line in the pull request diff. The `position` parameter is deprecated. If you use `position`, the `line`, `side`, `start_line`, and `start_side` ",w,low,D98 ruling: comment/reaction is w,buildset-2026-09-18
