set,repo,path,method,operationId,summary,description
camara,IoTDeviceManagement,/operations/{operationId},GET,retrieveOperation,Retrieve operation information,"Retrieves detailed information about an eSIM Profile operation including its `status` and, once `COMPLETED`, its `result`. The API Consumer polls this endpoint to observe the transition from `ACCEPTED` to `COMPLETED`. A `COMPLETED` operation remains retrievable only for a provider-defined period, after which this endpoint returns `404`. **Operation ID**: From any eSIM Profile operation response"
camara,IoTNetworkOptimization,/features/power-saving,POST,activatePowerSaving,Activate or de-activate power-saving features for IoT devices,
camara,IoTNetworkOptimization,/features/power-saving/transactions/{transactionId},GET,getPowerSaving,Get status of a transaction for power-saving features,
camara,IoTSIMFraudPrevention,/subscriptions,POST,subscribeFraudPrevention,Subscribe to IMEI or area change events,Create a subscription to receive notifications when the IMEI of a device changes or when it enters/leaves a restricted area.
camara,IoTSIMFraudPrevention,/subscriptions,GET,listSubscriptions,List subscriptions,Retrieve a list of existing subscriptions.
camara,IoTSIMFraudPrevention,/subscriptions/{subscriptionId},GET,getSubscription,Get subscription details,Retrieve the details of an existing subscription.
camara,IoTSIMFraudPrevention,/subscriptions/{subscriptionId},DELETE,deleteSubscription,Delete subscription,"Delete an existing subscription. After deletion, no further notifications will be sent."
camara,IoTSIMFraudPrevention,/bind,POST,bindDeviceImei,Bind device IMEI or area restrictions,Associate a SIM card with a specific IMEI or restrict it to a geographic area.
camara,IoTSIMFraudPrevention,/unbind,POST,unBindDeviceImei,Unbind device IMEI or area restrictions,Remove an existing IMEI binding or area restriction from a device.
camara,IoTSIMFraudPrevention,/query,POST,query,IoT SIM Fraud Prevention Query,Retrieve the current IMEI binding status or area restriction for a device.
camara,KnowYourCustomer,/verify,POST,verifyAge,Verify Age Threshold,"Verify that the age of the subscriber associated with a phone number is equal to or greater than the specified age threshold value. As it is possible that the person holding the contract and the end-user of the subscription may not be the same, the endpoint also admits a list of optional properties to be included in the request to improve the identification. The response may optionally include the `identityMatchScore` property with a value that indicates how certain it is that the information returned relates to the person that the API Client is requesting. To increase the reliability of the i"
camara,KnowYourCustomer,/fill-in,POST,KYC_Fill-in,Providing information related to a customer identity stored the account data bound to the customer's phone number.,
camara,KnowYourCustomer,/match,POST,KYC_Match,Matching a customer identity by checking a set of attributes related against the account data bound to their phone number.,"Verify matching of a number of attributes related to a customer identity against the verified data bound to their phone number in the Operator systems. Regardless of whether the `phoneNumber` is explicitly stated in the request body, at least one of the other fields must be provided, otherwise a `HTTP 400 - KNOW_YOUR_CUSTOMER.INVALID_PARAM_COMBINATION` error will be returned. In order to proceed with the match check, some Operators may have the requirement to perform an additional level of validation based on the `idDocument` property. This means that, in those cases, the `idDocument` is requi"
camara,KnowYourCustomerAgeVerification,/verify,POST,verifyAge,Verify Age Threshold,"Verify that the age of the subscriber associated with a phone number is equal to or greater than the specified age threshold value. As it is possible that the person holding the contract and the end-user of the subscription may not be the same, the endpoint also admits a list of optional properties to be included in the request to improve the identification. The response may optionally include the `identityMatchScore` property with a value that indicates how certain it is that the information returned relates to the person that the API Client is requesting. To increase the reliability of the i"
camara,KnowYourCustomerFill-in,/fill-in,POST,kycFillin,Providing information related to a customer identity stored the account data bound to the customer's phone number.,Provides information related to a customer identity stored the account data bound to the customer's phone number.
camara,KnowYourCustomerMatch,/match,POST,kycMatch,Matching a customer identity by checking a set of attributes related against the account data bound to their phone number.,"Verify matching of a number of attributes related to a customer identity against the verified data bound to their phone number in the Operator systems. Regardless of whether the `phoneNumber` is explicitly stated in the request body, at least one of the other fields must be provided, otherwise a `HTTP 400 - KNOW_YOUR_CUSTOMER.INVALID_PARAM_COMBINATION` error will be returned. The API will return the result of the matching process for each requested attribute. This means that the response will **only** contain the attributes for which validation has been requested. Possible values are:k - **tru"
camara,ModelAsAService,/knowledge-bases,POST,createKnowledgeBase,Create a new knowledge base,Creates a new knowledge base with the provided metadata. **Key Features:** - Initializes a new knowledge base container - Stores name and description metadata - Generates unique knowledgeBaseId **Key Rules:** - Requires `name` field in request body - Requires `knowledge-base:knowledge-bases:create` scope - Name must be unique within the system **Response Characteristics:** - **201 Created**: Returns full `KnowledgeBase` object with generated ID - **400 Bad Request**: Missing `name` or invalid parameters - **403 Forbidden**: Missing required scope - **409 Conflict**: Duplicate knowledge base na
camara,ModelAsAService,/knowledge-bases,GET,listKnowledgeBases,Get all knowledge bases,Retrieves all knowledge bases accessible to the authenticated user. **Key Features:** - Returns complete collection of knowledge bases - Includes metadata and embedded document lists (with their indexing `status`; each document is also individually addressable via `getDocument`) - Supports pagination (implied by array response) **Key Rules:** - Requires `knowledge-base:knowledge-bases:read` scope - Returns empty array if no knowledge bases exist **Response Characteristics:** - **200 OK**: Array of `KnowledgeBase` objects - **401 Unauthenticated**: Invalid/missing credentials - **403 Forbidden*
